"","PLAYER","TEAM","POSITION","center","forward","guard","GP","MIN","2FGM","2FG%","3PM","3P%","FTM","FT%","%midrange","%3points","%inthepaint","DFGM","DIFF%","DEFLECTIONS","CONTESTED SHOTS","LOOSE BALLS RECOVERED","STL","AST","BLK","OREB","DREB","shooting1","shooting2","others1","others2","extreme","label"
"1","Aaron Gordon","ORL","F",FALSE,TRUE,FALSE,78,33.8,4.5,50,1.6,34.8,2.4,73.1,9.3,29.1,46.7,5.4,-0.5,1.3,6.5,1.2,0.7,3.7,0.7,1.7,5.7,-0.0851397507711187,1.19428274856935,-2.12386391508154,-0.41206683874011,FALSE,""
"2","Aaron Holiday","IND","G",FALSE,FALSE,TRUE,50,12.9,1.2,45.9,0.9,33.9,0.8,82,12.9,43.9,29.3,2,-3.2,0.7,2.5,0.3,0.4,1.7,0.3,0.1,1.2,1.27397648787953,-0.750686432473424,2.77572899431042,-0.180787867209718,FALSE,""
"3","Abdel Nader","OKC","F",FALSE,TRUE,FALSE,61,11.4,1,51.8,0.5,31.3,0.4,75,1.7,39.8,47.3,2.5,0.7,0.5,3.8,0.4,0.3,0.3,0.2,0.2,1.7,-0.194649260226265,-1.56331602752813,2.75409917242501,-0.529034733800954,FALSE,""
"4","Al-Farouq Aminu","POR","F",FALSE,TRUE,FALSE,81,28.3,2,51.3,1.2,34.5,1.9,86.7,1.8,37.9,40.5,5.1,-0.5,1.9,7.4,1,0.8,1.3,0.4,1.4,6.1,0.505629924222234,0.0747456861496249,-1.74354138492438,-0.446443346689339,FALSE,""
"5","Al Horford","BOS","C-F",TRUE,TRUE,FALSE,68,29,4.6,60.4,1.1,36,1.1,82.1,20.1,23.7,47.8,7.6,-1.8,1.4,11.7,0.8,0.9,4.2,1.3,1.8,5,-0.468226418467185,1.26771304503498,-3.70447148978314,-1.71687365246652,FALSE,""
"6","Alec Burks","SAC","G",FALSE,FALSE,TRUE,64,21.5,2,42.8,0.9,36.3,1.8,82.3,7.8,32.6,38.9,3.8,3.5,1.2,5.1,0.5,0.6,2,0.3,0.5,3.2,0.697094023948863,-0.111784331661459,0.912047465752919,0.188534729092146,FALSE,""
"7","Alex Abrines","OKC","G",FALSE,FALSE,TRUE,31,19,0.5,50,1.3,32.3,0.4,92.3,6.1,74.5,12.1,3.3,3,0.9,5.3,0.6,0.5,0.6,0.2,0.2,1.4,2.74403139567474,-1.15986831114811,1.87956961062883,0.0639920601479205,FALSE,""
"8","Alex Caruso","LAL","G",FALSE,FALSE,TRUE,25,21.2,2.1,43,1,48,2,79.7,5.2,31.4,41,4,-3.3,1.9,5.6,0.8,1,3.1,0.4,0.8,1.9,0.996305394323935,0.0890684377474919,-0.373470305560288,0.747813896944594,FALSE,""
"9","Alex Len","ATL","C",TRUE,FALSE,FALSE,77,20.1,3.2,55.4,1,36.3,1.8,64.8,2.1,26,55.5,5.9,1.9,0.5,9.6,0.4,0.4,1.1,0.9,2.1,3.5,-0.992405084885997,-0.0191966507635909,-0.762635242691596,-2.72848707799195,FALSE,""
"10","Alex Poythress","ATL","F",FALSE,TRUE,FALSE,21,14.5,1.5,53.4,0.4,39.1,0.9,62.1,0,25.2,57.9,2.3,-4.3,0.7,4,0.3,0.2,0.8,0.5,1.4,2.2,-1.05202554218236,-1.33269163216716,1.87652762744373,-1.73661809191155,FALSE,""
"11","Alfonzo McKinnie","GSW","F",FALSE,TRUE,FALSE,72,13.9,1.3,58.2,0.6,35.9,0.4,56.3,3.6,37.4,51,2.4,1.1,0.6,3.1,0.4,0.3,0.4,0.2,1.1,2.3,-0.752141276711833,-1.65255592720235,2.35250726154069,-0.823772123531852,FALSE,""
"12","Allen Crabbe","BKN","G-F",FALSE,TRUE,TRUE,43,26.4,0.9,34.2,2.3,37.8,1,73.2,5.8,71.2,13.1,2.9,-1.3,1,4.5,0.6,0.5,1.1,0.3,0.4,3.1,3.51182339816025,-1.04283807778632,1.37044995717824,-0.301203169176255,FALSE,""
"13","Allonzo Trier","NYK","G",FALSE,FALSE,TRUE,64,22.8,2.8,46.6,0.8,39.2,2.8,80.3,13.5,22.4,38.3,4,6.4,0.8,4.1,0.8,0.4,1.9,0.2,0.5,2.6,0.294743851819626,0.870765300730086,1.33865716473075,0.469115055574535,FALSE,""
"14","Amir Johnson","PHI","C-F",TRUE,TRUE,FALSE,51,10.4,1.3,57.3,0.2,30,0.6,75.6,2,17.9,64.7,3.1,1.2,0.7,4.1,0.3,0.3,1.2,0.3,0.9,2,-1.73570103742734,-1.18276080789817,2.04159183026808,-0.781509311232682,FALSE,""
"15","Andre Drummond","DET","C",TRUE,FALSE,FALSE,79,33.5,7,54.8,0.1,13.2,3.1,59,1.3,1.1,79.9,8.6,-0.8,2.9,13,1.3,1.7,1.4,1.7,5.4,10.2,-4.30938980361789,1.1110151113081,-8.37046271245168,-3.14619233552892,TRUE,"Andre Drummond"
"16","Andre Iguodala","GSW","F-G",FALSE,TRUE,TRUE,68,23.2,1.5,65.2,0.7,33.3,0.6,58.2,4.1,37,48.8,3.5,-2.1,1.7,4.5,1.1,0.9,3.2,0.8,0.7,3,-1.01245125910833,-1.29993199263328,-0.694757751564738,0.651608778939109,FALSE,""
"17","Andrew Harrison","NOP","G",FALSE,FALSE,TRUE,17,10.9,0.7,39.3,0.3,20,1,94.4,3.7,27.8,37,2.1,0,0.9,2.2,0.3,0.2,1.4,0.1,0.4,0.8,0.163916493703782,-1.19745591188329,3.10674855142531,-0.0060194371191237,FALSE,""
"18","Andrew Wiggins","MIN","F-G",FALSE,TRUE,TRUE,73,34.8,5.2,44,1.6,33.9,2.8,69.9,16.7,26.8,40.9,6.2,0.4,1.7,8.9,1.3,1,2.5,0.7,1.1,3.7,0.201643091014982,1.62825354347066,-2.35796692860731,0.0829543950529412,FALSE,""
"19","Anthony Davis","NOP","F-C",TRUE,TRUE,FALSE,56,33,8.6,54.7,0.9,33.1,6.1,79.4,11.4,9.9,55,7.5,-3.4,2.7,12.2,1.6,1.6,3.9,2.4,3.1,8.9,-1.86931239926639,4.32221624171991,-7.85694325005889,-1.94665259815967,TRUE,"Anthony Davis"
"20","Anthony Tolliver","MIN","F",FALSE,TRUE,FALSE,65,16.6,0.3,40.9,1.3,37.7,0.7,78.3,2.5,74.5,8.6,2.9,-0.4,0.4,3.6,0.3,0.3,0.7,0.3,0.2,2.5,3.10355244171352,-1.66362504009724,2.49194176803458,-0.809427445463185,FALSE,""
"21","Antonio Blakeney","CHI","G",FALSE,FALSE,TRUE,57,14.5,2.3,42.8,0.6,39.1,0.9,65.8,19.1,25.8,43.1,2.4,11.1,0.3,2.6,0.3,0.2,0.7,0.2,0.1,1.7,0.23288539348692,-0.52578065140427,3.450211251971,0.227423434844178,FALSE,""
"22","Aron Baynes","BOS","C-F",TRUE,TRUE,FALSE,51,16.1,1.6,51.9,0.4,34.4,1,85.5,5.6,22.2,53.5,5.1,-4.4,0.4,7.6,0.3,0.2,1.1,0.7,1.7,3,-0.595060267495915,-0.538497857576848,0.29422311992137,-2.80589927526829,FALSE,""
"23","Austin Rivers","HOU","G",FALSE,FALSE,TRUE,76,26.7,1.7,52.2,1.4,31.8,0.7,52.6,1.3,50.5,40.1,4.5,2.3,1.2,4.6,0.7,0.6,2.2,0.3,0.3,1.8,0.216681247755184,-1.52496760663569,0.917519048276648,0.549128171849257,FALSE,""
"24","Avery Bradley","MEM","G",FALSE,FALSE,TRUE,63,30.2,2.6,44.6,1.4,35.1,0.7,86,27.8,41.3,24,5.1,1.8,1.6,4.7,0.9,0.7,2.4,0.3,0.7,2.1,1.88652897451879,0.433860963448325,0.0348470355828094,0.751707030684353,FALSE,""
"25","Bam Adebayo","MIA","C-F",TRUE,TRUE,FALSE,82,23.3,3.4,58.8,0,20,2,73.5,4.4,1.2,71.6,4.7,-1.8,1.4,7.8,0.7,0.9,2.2,0.8,2,5.3,-3.2231618820184,0.080066707225016,-1.79384676980866,-1.32007959064988,FALSE,""
"26","Ben Simmons","PHI","G-F",FALSE,TRUE,TRUE,79,34.2,6.8,56.4,0,0,3.3,60,2.1,0,78.7,5.7,-0.2,2.7,6.5,1.7,1.4,7.7,0.8,2.2,6.6,-4.89353882434315,0.991583738910117,-4.865044299774,1.8853945446535,FALSE,""
"27","Billy Garrett","NYK","G-F",FALSE,TRUE,TRUE,4,15.9,2.5,55.6,0,0,1,100,23.1,0,61.5,3.8,21.1,1.5,1.8,0.5,0.3,1.8,0.3,0,0.8,-2.65655836444468,0.276056625301516,2.62357032688307,2.12016098163524,FALSE,""
"28","Blake Griffin","DET","F",FALSE,TRUE,FALSE,75,35,5.7,52.5,2.5,36.2,5.5,75.3,2.9,30.8,43.8,5.5,-1.8,1.4,7.2,1.4,0.7,5.4,0.4,1.3,6.2,0.120031618007176,3.24019307455138,-2.44905171147729,0.425798336098987,FALSE,""
"29","Boban Marjanovic","PHI","C",TRUE,FALSE,FALSE,58,11.7,2.7,62.4,0.1,40,1.7,74.8,5.7,2.8,68.2,3.7,-6.6,0.3,6.4,0.2,0.3,0.9,0.5,1.5,3.1,-2.23898049357615,0.180668891056709,1.07394064520429,-2.56257394281264,FALSE,""
"30","Bobby Portis","WAS","F",FALSE,TRUE,FALSE,50,26,4,46.5,1.4,38.5,1.5,79.4,10.4,31.7,47,5.8,4.6,1.3,6.2,0.8,0.7,1.4,0.4,2.2,5.9,0.393719523884933,0.718424502583921,-1.38257323938193,-0.884951360323803,FALSE,""
"31","Bogdan Bogdanovic","SAC","G",FALSE,FALSE,TRUE,70,27.8,3.2,46.2,1.9,36,1.9,82.7,12.1,40.6,33.7,4.8,2.2,2.3,5.4,0.8,1,3.8,0.2,0.6,2.9,1.34755674673309,0.856003209613357,-0.669146729906853,1.66520716761002,FALSE,""
"32","Bojan Bogdanovic","IND","F",FALSE,TRUE,FALSE,81,31.8,4.4,53.9,2,42.5,3,80.7,9.4,33.8,39.9,4.6,0,1.2,6.2,0.8,0.9,2,0,0.4,3.7,0.726208728397258,1.93605729184038,0.098551564472768,0.548232291655757,FALSE,""
"33","Bonzie Colson","MIL","F",FALSE,TRUE,FALSE,8,12.3,1,44.4,0.6,23.8,1,88.9,5.1,38.5,35.9,4,8.4,0.9,4.9,0.5,0.6,0.4,0.1,1,2.8,0.458964753459417,-1.02741932276589,1.39296435431325,-0.000918279573668475,FALSE,""
"34","Bradley Beal","WAS","G",FALSE,FALSE,TRUE,82,36.9,6.6,55.1,2.5,35.3,4.4,80.8,14,29.9,38.9,6.4,2,2.5,7.5,1.7,1.5,5.5,0.7,1.1,3.9,0.345129250729667,3.56156419683985,-3.77059583349927,2.22526659401237,FALSE,""
"35","Brandon Ingram","LAL","F",FALSE,TRUE,FALSE,52,33.9,6.4,52.3,0.6,33,3.8,67.5,14.7,9.8,54.9,4.8,-4.5,0.9,8.2,1.2,0.5,3,0.6,0.8,4.3,-1.7664085300362,2.21713246084984,-1.13666568838883,-0.766485201853459,FALSE,""
"36","Brandon Knight","CLE","G",FALSE,FALSE,TRUE,39,18.9,1.4,43.3,1.1,32.5,0.7,79.4,19.5,46.2,24.1,3.3,7,0.9,2.9,0.4,0.5,1.8,0.1,0.3,1.3,1.67851936312898,-0.608209679727568,2.39937664775556,0.797707713233859,FALSE,""
"37","Brandon Sampson","CHI","G",FALSE,FALSE,TRUE,14,15.3,1.2,54.8,0.8,37.9,0.3,66.7,0,46.5,47.9,2.2,3.1,0.6,2.6,0.4,0.6,0.7,0.2,0.2,0.9,0.0467946556981824,-1.59898123358278,2.87637089511626,0.298014763785664,FALSE,""
"38","Brook Lopez","MIL","C",TRUE,FALSE,FALSE,81,28.7,2.1,61.5,2.3,36.4,1.4,84.2,3,55.6,30.3,9.1,-4.2,1,19.3,0.7,0.6,1.2,2.2,0.4,4.5,1.46576955238452,0.361594992668884,-4.33928171029982,-4.20208721298885,TRUE,"Brook Lopez"
"39","Bruce Brown","DET","G",FALSE,FALSE,TRUE,74,19.6,1.4,45.5,0.3,25.8,0.6,75,1.3,22.6,62.1,3.6,-2.8,1.2,5.4,0.7,0.5,1.2,0.5,0.6,1.9,-1.22099958612309,-1.47025281310431,0.842832236031714,-0.510354925609769,FALSE,""
"40","Bruno Caboclo","MEM","F",FALSE,TRUE,FALSE,34,23.5,1.4,50.5,1.4,36.9,1.2,84,2.1,51.1,31.9,4.4,-0.8,1.4,6.8,0.7,0.4,1.5,1,1.2,3.4,1.38343051040413,-0.512659652863839,-0.496446147488335,-1.36384201892804,FALSE,""
"41","Bryn Forbes","SAS","G",FALSE,FALSE,TRUE,82,28,2.3,48.9,2.1,42.6,0.8,88.5,17.4,54.6,20.9,4.7,4.6,0.9,4.5,0.9,0.5,2.1,0,0.2,2.7,2.69976049593226,0.488493918848834,1.05828653193699,0.833016620016606,FALSE,""
"42","Buddy Hield","SAC","G",FALSE,FALSE,TRUE,82,31.9,4.2,48.7,3.4,42.7,2.1,88.6,14.6,49.2,26.1,6.1,3.3,1.4,7.7,1.2,0.7,2.5,0.4,1.3,3.7,2.7362857649574,2.18199692062458,-1.46135749790465,0.0917073733677169,FALSE,""
"43","Cameron Payne","CLE","G",FALSE,FALSE,TRUE,40,17.8,1.8,51.1,0.6,29.8,0.8,80.5,12,30,44.8,3.7,11.8,1.7,3.4,0.7,0.7,2.7,0.2,0.3,1.5,-0.184192017454947,-0.576560723446914,1.29221945025061,2.00027808993406,FALSE,""
"44","Cameron Reynolds","MIN","G",FALSE,FALSE,TRUE,19,13.7,0.6,44.4,1.1,41.2,0.4,88.9,8.4,66.3,16.8,2.9,7.3,0.7,3.3,0.2,0.3,0.7,0.1,0.2,1.4,2.82766067625959,-1.12631707389536,3.06699671050685,0.13000160118382,FALSE,""
"45","Caris LeVert","BKN","G",FALSE,FALSE,TRUE,40,26.6,4,48.3,1.2,31.2,2.1,69.1,1.5,26.3,56.7,4.9,2.2,2,6.2,1,1.1,3.9,0.4,0.9,2.9,-0.873504819205154,0.340481776487224,-1.23287605630383,1.37021579336222,FALSE,""
"46","Carmelo Anthony","HOU","F",FALSE,TRUE,FALSE,10,29.4,2.8,49.1,2.1,32.8,1.5,68.2,17.9,47,23.9,5.8,2.8,1.1,5.9,0.7,0.4,0.5,0.7,0.9,4.5,1.54439820194265,0.368873362955497,-0.270382081863353,-1.16747303413348,FALSE,""
"47","Cedi Osman","CLE","F",FALSE,TRUE,FALSE,76,32.2,3,48.7,1.7,34.7,1.9,77.9,8.1,39.4,38.3,6,4.6,1.3,7.6,1,0.8,2.6,0.1,0.6,4.1,0.791336740181764,0.501356230093569,-0.824618570142186,0.669777776523241,FALSE,""
"48","Chandler Hutchison","CHI","F",FALSE,TRUE,FALSE,44,20.3,1.9,51.6,0.3,28,0.5,60.5,6.1,18.3,65.5,3.3,-1.4,1.1,3.7,0.8,0.5,0.8,0.1,0.7,3.5,-1.83949673835306,-1.40574056496,1.13056802518735,-0.102620455138982,FALSE,""
"49","Chandler Parsons","MEM","F",FALSE,TRUE,FALSE,25,19.8,1.6,44.3,1.1,30.1,0.9,88,10.7,46.5,31,2.4,-0.9,0.8,2.4,0.3,0.8,1.7,0.2,0.2,2.6,1.33038203318272,-0.510944331669727,2.10992767731707,0.306906700553466,FALSE,""
"50","Chasson Randle","WAS","G",FALSE,FALSE,TRUE,49,15.2,0.9,44.8,1,40.7,0.9,69.4,2.2,50.9,31,3.2,6.9,1,3.3,0.2,0.5,2,0.1,0.2,0.9,1.37505111969316,-1.40439999342321,2.61239570362179,0.773003822774062,FALSE,""
"51","Cheick Diallo","NOP","F",FALSE,TRUE,FALSE,64,14,2.6,62.8,0,25,0.8,74.6,15.5,0.8,70.8,3.5,0.2,0.6,5,0.6,0.5,0.5,0.5,1.2,4,-2.82491834137068,-0.188016010248918,0.779942239259173,-1.27402268296931,FALSE,""
"52","Chris Paul","HOU","G",FALSE,FALSE,TRUE,58,32,3,47.9,2.2,35.9,3,86.2,14.6,42.1,24.1,5.3,2.5,3.3,3.6,1.2,2,8.2,0.3,0.6,3.9,1.83903612079528,1.58358789357285,-3.07031760705773,4.47525110982602,FALSE,""
"53","Christian Wood","NOP","F",FALSE,TRUE,FALSE,21,11.9,2.5,57.1,0.4,34.6,2,73.2,4.7,15.7,55.8,3,0.6,0.5,4.8,0.4,0.3,0.4,0.5,0.8,3.1,-1.42329421852418,-0.00170730603374778,1.70850098528333,-1.33904564626228,FALSE,""
"54","CJ McCollum","POR","G",FALSE,FALSE,TRUE,70,33.9,5.7,50.6,2.4,37.5,2.3,82.8,21.8,34.1,33.2,5.6,1.3,1.1,8.1,1.3,0.8,3,0.4,0.9,3.1,1.19673438504346,2.49850067100795,-1.26121452412335,0.314999504778487,FALSE,""
"55","CJ Miles","MEM","F-G",FALSE,TRUE,TRUE,53,16.2,0.8,42.5,1.3,33,0.9,82.8,8.3,59.3,18.3,1.7,-5.8,0.9,3.1,0.5,0.5,0.7,0.3,0.2,1.5,2.28131623852295,-1.01123562944553,2.37558624269586,-0.371558581424914,FALSE,""
"56","Cody Zeller","CHA","C",TRUE,FALSE,FALSE,49,25.4,3.8,57,0.1,27.3,2.3,78.7,1.2,3.6,72.8,6.9,-1.7,1.5,9.4,0.9,0.8,2.1,0.8,2.2,4.6,-2.79468398774205,0.474315140445498,-2.66568595165423,-1.56671411574255,FALSE,""
"57","Collin Sexton","CLE","G",FALSE,FALSE,TRUE,82,31.8,4.8,43.9,1.4,40.3,2.6,83.9,21.2,26,37.2,6.2,8.5,1.1,6.6,1.1,0.5,3,0.1,0.7,2.2,0.852716501547135,1.93238644224781,-0.099916831666962,0.972191587983303,FALSE,""
"58","Corey Brewer","SAC","G-F",FALSE,TRUE,TRUE,31,15.9,1.3,49.4,0.5,31.8,1,72.1,1.3,27.8,50.3,2.6,0.3,2.2,3.5,0.7,1,1.3,0.2,0.8,1.6,-0.605953548178905,-1.21618137814066,0.788095225927947,1.19090968763822,FALSE,""
"59","Cory Joseph","IND","G",FALSE,FALSE,TRUE,82,25.2,2.1,45.4,0.7,32.2,0.4,69.8,26.8,30.7,36.9,4.4,0.5,1.5,5.6,1.1,1.1,3.9,0.3,0.5,2.9,0.468500897012419,-0.530160581032972,-0.697987939740156,1.45068316441144,FALSE,""
"60","Courtney Lee","DAL","G",FALSE,FALSE,TRUE,34,12.6,1.1,50,0.5,29.1,0.4,66.7,26.5,35.3,27.9,1.8,-0.2,1,1.9,0.5,0.6,1.1,0.1,0.3,1.3,0.504031053122054,-1.03313796743579,2.62784548996148,0.548038029487426,FALSE,""
"61","Cristiano Felicio","CHI","F-C",TRUE,TRUE,FALSE,60,12.4,1.6,54,0,0,0.8,68.5,3.3,0,75.8,3.8,3.7,0.2,4.4,0.3,0.2,0.6,0.1,1.3,2.3,-3.8618905019274,-1.55599687785565,2.19836966974381,-1.21040733163025,FALSE,""
"62","D'Angelo Russell","BKN","G",FALSE,FALSE,TRUE,81,30.2,5.3,48.2,2.9,36.9,2,78,15.4,41,34.2,5.1,1.6,2.2,5.3,1.1,1.2,7,0.2,0.7,3.2,1.51537263491499,2.00958194645339,-1.67836645151855,2.6627001268109,FALSE,""
"63","D.J. Augustin","ORL","G",FALSE,FALSE,TRUE,81,28,2.3,51.4,1.6,41.6,2.2,86.6,7,41.5,32.5,4.3,4.1,0.8,3.2,0.9,0.6,5.3,0,0.5,2,1.35614105318671,0.692885196080884,0.902433482917745,1.6820877814237,FALSE,""
"64","D.J. Wilson","MIL","F",FALSE,TRUE,FALSE,48,18.4,1.2,46.7,1,36.2,0.5,55.3,6.4,49.3,35,4.4,-4,0.6,7.8,0.5,0.4,1.1,0.4,0.9,3.7,0.739266767762023,-1.7434347195348,0.416062855258367,-1.72682669967518,FALSE,""
"65","Dairis Bertans","NOP","G",FALSE,FALSE,TRUE,12,13.9,0.2,15.4,0.8,29.4,0,0,11.8,88.2,0,3,13.1,0.3,2.9,0.3,0.1,0.8,0,0.2,0.6,2.84280316650564,-4.72587197135779,3.71562467283487,0.460830372506155,FALSE,""
"66","Damian Lillard","POR","G",FALSE,FALSE,TRUE,80,35.5,5.5,49.8,3,36.9,5.9,91.2,12.7,34.4,30.3,5.3,1.8,2.1,5,1.4,1.1,6.9,0.4,0.9,3.8,1.47716130403668,4.20044871549467,-2.19278705034896,2.44433505744944,FALSE,""
"67","Damion Lee","GSW","G",FALSE,FALSE,TRUE,32,11.7,0.9,49.2,0.8,39.7,0.6,86.4,15.2,51.3,21.5,2.7,4.9,0.7,2.4,0.3,0.4,0.4,0,0.3,1.8,1.9219913855737,-0.718563783892659,3.00142162637605,0.180380237903063,FALSE,""
"68","Damyean Dotson","NYK","G",FALSE,FALSE,TRUE,73,27.4,2.2,45.9,1.7,36.4,1,74.5,20.8,48.5,21.3,4.2,2.9,1.3,4.6,0.9,0.8,1.8,0.1,0.5,3.1,1.99493903224047,0.0218395070759293,0.469245759672133,0.875885850388484,FALSE,""
"69","Daniel Hamilton","ATL","G-F",FALSE,TRUE,TRUE,19,10.7,0.8,40.5,0.4,34.8,0.2,50,3.5,42.1,49.1,2.4,-2.5,0.6,3.3,0.3,0.3,1.2,0.1,0.5,1.9,-0.0736257449331511,-2.54045791669684,2.62540834763465,-0.587036465314996,FALSE,""
"70","Daniel Theis","BOS","F",FALSE,TRUE,FALSE,66,13.8,1.8,60.3,0.4,38.8,0.8,73.7,5.9,20.9,58.3,3.8,-0.9,0.6,6.2,0.4,0.3,1,0.6,1.3,2.1,-1.16705308953991,-0.631645495898764,1.08125525580243,-1.69965070555559,FALSE,""
"71","Danilo Gallinari","LAC","F",FALSE,TRUE,FALSE,68,30.3,3.6,48.5,2.4,43.3,5.4,90.4,10.7,35.9,26.2,5.8,1.6,1.4,8.6,0.8,0.7,2.6,0.3,0.8,5.3,1.83500684046636,3.09296850498484,-1.23522232119672,-0.23381254413962,FALSE,""
"72","Danny Green","TOR","G-F",FALSE,TRUE,TRUE,80,27.7,1.2,48.7,2.5,45.5,0.5,84.1,6.3,72.4,16.8,5.9,2,1.6,8.3,0.8,0.9,1.6,0.7,0.8,3.2,3.46893240356578,-0.409961767254123,-1.21171090080228,-0.280433075916017,FALSE,""
"73","Dante Cunningham","SAS","F",FALSE,TRUE,FALSE,64,14.5,0.7,48.4,0.5,46.2,0.2,77.8,4.1,46.4,42.3,3,4.2,0.6,3.9,0.6,0.4,0.8,0.2,0.8,2.2,0.994177505210792,-1.50970046640097,1.96945160941576,-0.230681385221404,FALSE,""
"74","Dante Exum","UTA","G",FALSE,FALSE,TRUE,42,15.8,2,46.9,0.4,29,1.6,79.1,0.7,18.8,56.9,2.5,-1.8,0.5,4,0.6,0.3,2.6,0.1,0.4,1.2,-1.07900246587089,-0.601536164262182,2.27881362800816,0.00482193165125819,FALSE,""
"75","Danuel House Jr.","HOU","F-G",FALSE,TRUE,TRUE,39,25.1,1.1,59.5,1.9,41.6,1.4,78.9,0.5,60.7,23.5,4.9,3.9,0.9,7.4,0.7,0.5,1,0.3,0.6,2.9,1.86343485617336,-0.354083057565206,0.49505560504743,-0.454792553051655,FALSE,""
"76","Dario Saric","MIN","F",FALSE,TRUE,FALSE,81,25,2.3,49.9,1.5,36.5,1.6,88,5.6,41.3,37.8,4.6,-0.9,1.1,8.1,0.9,0.6,1.6,0.1,1.6,4.1,1.0252202610519,0.283321768948191,-0.562140929043492,-0.777226350021262,FALSE,""
"77","Darius Miller","NOP","F",FALSE,TRUE,FALSE,69,25.5,0.8,46.7,1.9,36.5,0.8,78.9,11.6,70.4,8.1,4,0.1,1.3,6,0.7,0.6,2.1,0.3,0.2,1.7,3.13020385178496,-0.787984283170368,0.834036835830838,0.345040601287642,FALSE,""
"78","Darren Collison","IND","G",FALSE,FALSE,TRUE,76,28.2,3,49.2,1,40.7,2.1,83.2,25.3,27.8,28.4,4.1,2,2.1,4.5,1.2,1.4,6,0.1,0.5,2.6,1.05122170167715,1.15739405171591,-1.09956647309763,3.06523907905728,FALSE,""
"79","Daryl Macon","DAL","G",FALSE,FALSE,TRUE,8,11.2,0.6,31.3,0.6,45.5,0.5,57.1,13.8,51.7,20.7,1.3,-1.8,0,1.1,0.1,0.1,0.9,0,0.3,1.3,2.24563988456903,-2.01049922800812,4.18066118009023,-0.701314792388512,FALSE,""
"80","David Nwaba","CLE","G",FALSE,FALSE,TRUE,51,19.3,1.9,53.5,0.5,32.4,1.1,68.2,0.6,21.6,60.5,3.9,0.8,1.6,4.8,0.8,0.7,1.1,0.3,0.8,2.4,-1.37208473465671,-0.955816105976745,0.479518241157766,0.282151101050305,FALSE,""
"81","Davis Bertans","SAS","F",FALSE,TRUE,FALSE,76,21.5,0.8,51.3,1.9,42.9,0.7,88.3,6.9,71.8,12.5,4.3,0.6,0.8,7.5,0.5,0.5,1.3,0.4,0.3,3.2,3.21387670972975,-0.558269825715405,0.734104326548601,-0.781096944064961,FALSE,""
"82","De'Aaron Fox","SAC","G",FALSE,FALSE,TRUE,81,31.4,5.2,48.3,1.1,37.1,3.7,72.7,11.6,18.4,48.3,5.5,1.7,2.5,5.4,1.5,1.6,7.3,0.6,0.5,3.2,-0.594698281855766,1.94542185976386,-2.920490103852,3.29300596886339,FALSE,""
"83","De'Anthony Melton","PHX","G",FALSE,FALSE,TRUE,50,19.7,1.4,44.1,0.6,30.5,0.4,75,5.6,34.8,51.2,3.9,1.7,2.6,4.7,0.9,1.4,3.2,0.5,0.5,2.2,-0.101816752851509,-1.3795050413838,-0.880877363872634,2.0785086803532,FALSE,""
"84","DeAndre' Bembry","ATL","F",FALSE,TRUE,FALSE,82,23.6,2.7,50.8,0.6,28.9,1.1,64,0.6,21.8,64.9,4.2,3.4,2.5,4.3,1.2,1.3,2.5,0.5,0.7,3.7,-1.65279781021674,-0.869473833415696,-1.32427650489571,1.92664188947177,FALSE,""
"85","Deandre Ayton","PHX","C",TRUE,FALSE,FALSE,71,30.7,7.2,58.8,0,0,2,74.6,15.7,0,72.1,8.8,0,1.3,12.9,1.4,0.9,1.8,0.9,3.1,7.1,-4.26941780950772,1.38257674722535,-4.99111252065126,-2.39097179532029,FALSE,""
"86","Delon Wright","MEM","G",FALSE,FALSE,TRUE,75,22.6,2.5,49.1,0.7,29.9,1.6,79.3,2.1,23,56.7,4,2.9,2.2,4.9,0.9,1.2,3.3,0.4,0.9,2.6,-0.895333178254485,-0.253340457358879,-0.735145566046165,1.62812157015124,FALSE,""
"87","DeMar DeRozan","SAS","G",FALSE,FALSE,TRUE,77,34.9,8.1,49.2,0.1,15.6,4.8,83,27.4,1.3,48.9,4.7,1.4,2,5.4,1.1,1.1,6.2,0.5,0.7,5.3,-2.33344628273576,3.55258550414535,-1.98726419834175,1.81946838048851,FALSE,""
"88","DeMarcus Cousins","GSW","C",TRUE,FALSE,FALSE,30,25.7,4.9,55,0.9,27.7,3.5,73.6,4.1,16,58.2,7.7,-3.3,2.5,12.1,1.2,1.3,3.6,1.5,1.4,6.8,-1.76199027196051,1.48892034913088,-5.32638810038549,-0.912498618866118,FALSE,""
"89","DeMarre Carroll","BKN","F",FALSE,TRUE,FALSE,67,25.4,1.8,45.6,1.6,33.9,2.7,76,3.5,42.7,29,3.8,-1.9,1.1,5.2,0.8,0.5,1.3,0.1,1,4.2,1.186342160475,0.135047798905592,0.452958210123228,-0.432737916520026,FALSE,""
"90","Deng Adel","CLE","F",FALSE,TRUE,FALSE,19,10.2,0.3,38.5,0.3,26.1,0.2,100,12.5,56.3,18.8,2.5,4,0.5,2.3,0.4,0.1,0.3,0.2,0.2,0.8,2.07181858302059,-1.46228732778141,3.39215244981149,-0.222502313552456,FALSE,""
